timestamp_end,power_watts_end,kettle_watts_end,kettle_on_true,kettle_on_prob,kettle_on_pred,decision_threshold
2013-02-20 09:00:00,420.135498,1.0051546,0,0.21979057788848877,0,0.7
2013-02-20 10:00:00,0.0,1.0051546,0,0.19569814205169678,0,0.7
2013-02-20 11:00:00,414.4052429,1.0,0,0.2183283269405365,0,0.7
2013-02-20 12:00:00,875.7789307,1.0,0,0.321981281042099,0,0.7
2013-02-20 13:00:00,462.9422302,99.595894,0,0.3515392541885376,0,0.7
2013-02-20 14:00:00,316.4458618,1.0,0,0.37084174156188965,0,0.7
2013-02-20 15:00:00,210.9643555,1.0034364,0,0.37436431646347046,0,0.7
2013-02-20 16:00:00,500.4363708,66.801025,0,0.45453545451164246,0,0.7
2013-02-20 17:00:00,553.1790771,77.65577,0,0.5028560161590576,0,0.7
2013-02-20 18:00:00,479.4145508,1.0,0,0.5146108269691467,0,0.7
2013-02-20 19:00:00,1152.098633,94.982994,0,0.5618602633476257,0,0.7
2013-02-20 20:00:00,918.1634521,1.0,0,0.7278736233711243,1,0.7
2013-02-20 21:00:00,522.614563,1.0,0,0.7305955290794373,1,0.7
2013-02-20 22:00:00,369.7767944,1.0,0,0.6445857286453247,0,0.7
2013-02-20 23:00:00,291.3747864,1.0,0,0.5919504165649414,0,0.7
2013-02-21 00:00:00,270.0251465,1.0,0,0.6657572388648987,0,0.7
2013-02-21 01:00:00,274.4092407,1.0,0,0.6258174180984497,0,0.7
2013-02-21 02:00:00,250.4863892,1.0,0,0.6270821690559387,0,0.7
2013-02-21 03:00:00,241.5895996,1.0,0,0.5367186069488525,0,0.7
2013-02-21 04:00:00,271.7111816,1.0,0,0.5158414840698242,0,0.7
2013-02-21 05:00:00,250.3811188,1.0,0,0.4275468587875366,0,0.7
2013-02-21 06:00:00,275.4504395,1.0,0,0.44907593727111816,0,0.7
2013-02-21 07:00:00,313.0145264,1.0,0,0.37387657165527344,0,0.7
2013-02-21 08:00:00,726.2312012,112.354454,0,0.30746111273765564,0,0.7
2013-02-21 09:00:00,445.9435425,1.0,0,0.5804696679115295,0,0.7
2013-02-21 10:00:00,307.0839233,1.0,0,0.6334967017173767,0,0.7
2013-02-21 11:00:00,440.190979,68.50862,0,0.4137569069862366,0,0.7
2013-02-21 12:00:00,419.1992798,1.0,0,0.43196043372154236,0,0.7
2013-02-21 13:00:00,379.0018311,1.0,0,0.31890159845352173,0,0.7
2013-02-21 14:00:00,901.6328125,1.0,0,0.31333455443382263,0,0.7
2013-02-21 15:00:00,933.2658691,70.15987,0,0.3138112723827362,0,0.7
2013-02-21 16:00:00,535.5276489,5.020513,0,0.2947538197040558,0,0.7
2013-02-21 17:00:00,592.1978149,66.16897,0,0.3752121925354004,0,0.7
2013-02-21 18:00:00,533.3162842,1.0,0,0.37306350469589233,0,0.7
2013-02-21 19:00:00,707.1984863,197.0457,0,0.28859812021255493,0,0.7
2013-02-21 20:00:00,729.2553101,1.0,1,0.3125903606414795,0,0.7
2013-02-21 21:00:00,846.5882568,1.0102739,1,0.23022030293941498,0,0.7
2013-02-21 22:00:00,1092.989014,1.0068493,1,0.1463034600019455,0,0.7
2013-02-21 23:00:00,234.4154663,1.0,1,0.1600784957408905,0,0.7
2013-02-22 00:00:00,201.2513428,1.0,1,0.19820460677146912,0,0.7
2013-02-22 01:00:00,233.1693726,1.0,1,0.2339916080236435,0,0.7
2013-02-22 02:00:00,193.3399353,1.0068847,1,0.26144298911094666,0,0.7
2013-02-22 03:00:00,203.7867432,1.0,1,0.2837844789028168,0,0.7
2013-02-22 04:00:00,200.6595306,1.0,1,0.3337433338165283,0,0.7
2013-02-22 05:00:00,200.5169983,1.0068965,1,0.2935953736305237,0,0.7
2013-02-22 06:00:00,194.6726685,1.0,1,0.30841583013534546,0,0.7
2013-02-22 07:00:00,229.4432373,1.0,1,0.28213098645210266,0,0.7
2013-02-22 08:00:00,463.1329651,156.96913,1,0.36485782265663147,0,0.7
2013-02-22 09:00:00,516.571167,17.187931,1,0.528062641620636,0,0.7
2013-02-22 10:00:00,253.1341705,1.0,1,0.6695693135261536,0,0.7
2013-02-22 11:00:00,333.6184387,106.73024,1,0.6798077821731567,0,0.7
2013-02-22 12:00:00,611.4163818,1.0,1,0.7659611105918884,1,0.7
2013-02-22 13:00:00,992.3905029,98.679726,1,0.7709476947784424,1,0.7
2013-02-22 14:00:00,326.2481995,1.0,1,0.7842247486114502,1,0.7
2013-02-22 15:00:00,248.1099091,1.0034364,1,0.7918744087219238,1,0.7
2013-02-22 16:00:00,1282.666016,20.562925,1,0.786395251750946,1,0.7
2013-02-22 17:00:00,824.0059204,59.962265,1,0.7869048714637756,1,0.7
2013-02-22 18:00:00,488.0145569,1.0,1,0.8245335817337036,1,0.7
2013-02-22 19:00:00,444.0516052,1.0034482,1,0.8138238191604614,1,0.7
2013-02-22 20:00:00,512.2692871,1.0,0,0.8540771007537842,1,0.7
2013-02-22 21:00:00,444.4955444,1.0,0,0.7690097093582153,1,0.7
2013-02-22 22:00:00,274.8892822,1.0,0,0.7830619812011719,1,0.7
2013-02-22 23:00:00,233.7486572,1.0,0,0.3963046669960022,0,0.7
2013-02-23 00:00:00,208.4438477,1.0,0,0.42149028182029724,0,0.7
2013-02-23 01:00:00,202.1931458,1.0034482,0,0.3314482569694519,0,0.7
2013-02-23 02:00:00,226.804657,1.0,0,0.399413526058197,0,0.7
2013-02-23 03:00:00,188.3063049,1.0,0,0.2916003167629242,0,0.7
2013-02-23 04:00:00,208.8075562,1.0,0,0.31804606318473816,0,0.7
2013-02-23 05:00:00,209.7257996,1.0,0,0.2297915667295456,0,0.7
2013-02-23 06:00:00,314.8443298,1.0,0,0.27315858006477356,0,0.7
2013-02-23 07:00:00,211.9819794,1.0,0,0.2709639072418213,0,0.7
2013-02-23 08:00:00,343.115448,1.0,0,0.256754606962204,0,0.7
2013-02-23 09:00:00,618.4399414,88.738304,0,0.232991561293602,0,0.7
2013-02-23 10:00:00,806.8417358,64.72165,0,0.48906275629997253,0,0.7
2013-02-23 11:00:00,343.3411255,1.0,0,0.4659304916858673,0,0.7
2013-02-23 12:00:00,370.2332764,101.48714,0,0.44897565245628357,0,0.7
2013-02-23 13:00:00,508.3130798,1.0034364,0,0.3919902741909027,0,0.7
2013-02-23 14:00:00,403.5798035,81.02178,0,0.3292320966720581,0,0.7
2013-02-23 15:00:00,278.8640442,1.0,0,0.41188812255859375,0,0.7
2013-02-23 16:00:00,227.7353516,1.0035907,0,0.32827872037887573,0,0.7
2013-02-23 17:00:00,401.5931396,1.0,0,0.4480867385864258,0,0.7
2013-02-23 18:00:00,504.2328491,1.0,0,0.3988611400127411,0,0.7
2013-02-23 19:00:00,723.3723145,1.0,0,0.39932167530059814,0,0.7
2013-02-23 20:00:00,956.0895996,0.99626863,0,0.5169474482536316,0,0.7
2013-02-23 21:00:00,487.0404358,1.0,0,0.6219489574432373,0,0.7
2013-02-23 22:00:00,380.0265503,1.0071943,0,0.5796499848365784,0,0.7
2013-02-23 23:00:00,247.723526,1.0,0,0.5663527846336365,0,0.7
2013-02-24 00:00:00,242.9229431,1.0,0,0.5680673718452454,0,0.7
2013-02-24 01:00:00,209.3369141,1.0,0,0.5915878415107727,0,0.7
2013-02-24 02:00:00,240.1309662,1.0035843,0,0.5356212258338928,0,0.7
2013-02-24 03:00:00,225.4412842,1.0,0,0.5500801205635071,0,0.7
2013-02-24 04:00:00,207.5843658,1.0071684,0,0.47028839588165283,0,0.7
2013-02-24 05:00:00,259.0500793,1.0,0,0.48754075169563293,0,0.7
2013-02-24 06:00:00,230.6612854,1.0,0,0.3881641924381256,0,0.7
2013-02-24 07:00:00,243.5989227,1.0,0,0.44326093792915344,0,0.7
2013-02-24 08:00:00,299.0609436,1.0,0,0.3453234136104584,0,0.7
2013-02-24 09:00:00,589.1334839,97.38919,0,0.3418821394443512,0,0.7
2013-02-24 10:00:00,1551.663086,1.0,0,0.5809364914894104,0,0.7
2013-02-24 11:00:00,380.7721558,1.0035907,0,0.5981334447860718,0,0.7
2013-02-24 12:00:00,537.9324951,130.52972,0,0.5242161750793457,0,0.7
2013-02-24 13:00:00,1673.576782,1.0,0,0.5994754433631897,0,0.7
2013-02-24 14:00:00,1200.7948,1.0,0,0.49705222249031067,0,0.7
2013-02-24 15:00:00,221.0747375,1.0035907,0,0.6818721890449524,0,0.7
2013-02-24 16:00:00,197.3652496,1.0,0,0.5776200890541077,0,0.7
2013-02-24 17:00:00,564.4907227,72.47207,0,0.767163097858429,1,0.7
2013-02-24 18:00:00,465.2509155,1.0,0,0.7017279267311096,1,0.7
2013-02-24 19:00:00,541.2306519,1.0,0,0.8220213651657104,1,0.7
2013-02-24 20:00:00,611.7758179,1.0,0,0.6654307842254639,0,0.7
2013-02-24 21:00:00,401.571167,1.003643,0,0.6023916006088257,0,0.7
2013-02-24 22:00:00,228.7175903,1.0,0,0.3465348482131958,0,0.7
2013-02-24 23:00:00,208.4249573,1.0,0,0.5211302042007446,0,0.7
2013-02-25 00:00:00,242.0448761,1.0,0,0.3457334041595459,0,0.7
2013-02-25 01:00:00,238.7359924,1.0,0,0.4519251585006714,0,0.7
2013-02-25 02:00:00,290.1234436,1.0,0,0.27329397201538086,0,0.7
2013-02-25 03:00:00,246.4365997,1.0,0,0.5073434710502625,0,0.7
2013-02-25 04:00:00,250.1282043,1.0,0,0.37580159306526184,0,0.7
2013-02-25 05:00:00,250.7352448,1.0035907,0,0.4507104754447937,0,0.7
2013-02-25 06:00:00,255.6186981,1.0,0,0.21488213539123535,0,0.7
2013-02-25 07:00:00,666.2932739,99.34415,0,0.35949838161468506,0,0.7
2013-02-25 08:00:00,527.2345581,69.959076,0,0.47671589255332947,0,0.7
2013-02-25 09:00:00,422.0958557,1.0,0,0.5714071989059448,0,0.7
2013-02-25 10:00:00,367.7044678,1.5203252,0,0.3317732512950897,0,0.7
2013-02-25 11:00:00,629.7209473,164.07777,0,0.45569854974746704,0,0.7
2013-02-25 12:00:00,1125.952515,9.3,0,0.333290696144104,0,0.7
2013-02-25 13:00:00,805.5438232,41.394596,0,0.43270689249038696,0,0.7
2013-02-25 14:00:00,290.1842651,1.0,0,0.3033086955547333,0,0.7
2013-02-25 15:00:00,212.7688141,1.0018018,0,0.5876616835594177,0,0.7
2013-02-25 16:00:00,245.3063049,1.0,0,0.5754683613777161,0,0.7
2013-02-25 17:00:00,560.8342285,87.60289,0,0.639492928981781,0,0.7
2013-02-25 18:00:00,744.0986938,73.52612,0,0.5478991270065308,0,0.7
2013-02-25 19:00:00,394.7894592,1.0,0,0.5915348529815674,0,0.7
2013-02-25 20:00:00,557.258667,1.0,0,0.5894883275032043,0,0.7
2013-02-25 21:00:00,460.0678711,1.0,0,0.5283682942390442,0,0.7
2013-02-25 22:00:00,389.8108215,1.0,0,0.4141625761985779,0,0.7
2013-02-25 23:00:00,415.396759,1.0,0,0.4490131437778473,0,0.7
2013-02-26 00:00:00,242.1528778,1.0,0,0.38564953207969666,0,0.7
2013-02-26 01:00:00,252.0895996,1.0068729,0,0.4165295362472534,0,0.7
2013-02-26 02:00:00,193.2706146,1.0086058,0,0.3757690191268921,0,0.7
2013-02-26 03:00:00,172.0992584,1.0,0,0.3763875961303711,0,0.7
2013-02-26 04:00:00,188.6530914,1.0,0,0.35890889167785645,0,0.7
2013-02-26 05:00:00,205.107666,1.0,0,0.3836422860622406,0,0.7
2013-02-26 06:00:00,191.5418243,1.0,0,0.34268832206726074,0,0.7
2013-02-26 07:00:00,311.9710693,87.61962,0,0.3783077001571655,0,0.7
2013-02-26 08:00:00,608.1795044,88.342804,0,0.3920513391494751,0,0.7
2013-02-26 09:00:00,357.1469421,1.0,0,0.6616600751876831,0,0.7
2013-02-26 10:00:00,413.6805115,13.100173,0,0.6499225497245789,0,0.7
2013-02-26 11:00:00,332.551178,1.0,0,0.7100602388381958,1,0.7
2013-02-26 12:00:00,365.5949402,1.0,0,0.7429355382919312,1,0.7
2013-02-26 13:00:00,378.0760803,1.0,0,0.7410469651222229,1,0.7
2013-02-26 14:00:00,442.9851074,1.0,0,0.6272679567337036,0,0.7
2013-02-26 15:00:00,458.4096069,1.0,0,0.6282861232757568,0,0.7
2013-02-26 16:00:00,460.2294922,1.0,0,0.6069521903991699,0,0.7
2013-02-26 17:00:00,983.7137451,96.95,0,0.6361982226371765,0,0.7
2013-02-26 18:00:00,939.5214844,87.87184,0,0.6596319675445557,0,0.7
2013-02-26 19:00:00,683.8228149,1.0,0,0.6659479737281799,0,0.7
2013-02-26 20:00:00,553.7576904,1.0036036,0,0.6605711579322815,0,0.7
2013-02-26 21:00:00,498.368988,1.0036101,0,0.6161798238754272,0,0.7
2013-02-26 22:00:00,441.7713318,1.003937,0,0.5145962834358215,0,0.7
2013-02-26 23:00:00,343.2987366,1.016129,0,0.4004014730453491,0,0.7
2013-02-27 00:00:00,312.7388306,1.3516483,0,0.3643037676811218,0,0.7
2013-02-27 01:00:00,357.1791992,1.0,0,0.3185543119907379,0,0.7
2013-02-27 02:00:00,310.7793579,1.512,0,0.22374370694160461,0,0.7
2013-02-27 03:00:00,315.0107117,1.0,0,0.1326730102300644,0,0.7
2013-02-27 04:00:00,309.9227905,1.0077821,0,0.13393083214759827,0,0.7
2013-02-27 05:00:00,313.1705933,1.0059172,0,0.10252691060304642,0,0.7
2013-02-27 06:00:00,329.555542,1.0,0,0.08664004504680634,0,0.7
2013-02-27 07:00:00,574.5127563,71.58998,0,0.06172627955675125,0,0.7
2013-02-27 08:00:00,686.2160645,95.00725,0,0.11521761864423752,0,0.7
2013-02-27 09:00:00,413.1418152,1.0,0,0.10378915071487427,0,0.7
2013-02-27 10:00:00,403.1532898,1.0036036,0,0.08644299954175949,0,0.7
2013-02-27 11:00:00,485.2926941,1.0,0,0.08299657702445984,0,0.7
2013-02-27 12:00:00,518.1561279,1.0,0,0.10851386934518814,0,0.7
2013-02-27 13:00:00,1456.085815,138.00362,0,0.10679303109645844,0,0.7
2013-02-27 14:00:00,814.1538696,1.0,0,0.0804990753531456,0,0.7
2013-02-27 15:00:00,501.3902588,1.0036101,0,0.06765241920948029,0,0.7
2013-02-27 16:00:00,421.8439941,1.0,0,0.10935459285974503,0,0.7
2013-02-27 17:00:00,848.9611206,182.1874,0,0.0988268107175827,0,0.7
2013-02-27 18:00:00,1464.453735,1.0,0,0.09827561676502228,0,0.7
2013-02-27 19:00:00,1001.816406,1.0072203,0,0.15292777121067047,0,0.7
2013-02-27 20:00:00,633.3321533,1.0,0,0.14267469942569733,0,0.7
2013-02-27 21:00:00,512.9408569,1.0108109,0,0.16103701293468475,0,0.7
2013-02-27 22:00:00,538.7189331,1.0,0,0.1614873856306076,0,0.7
2013-02-27 23:00:00,363.8669128,1.0,0,0.14705462753772736,0,0.7
2013-02-28 00:00:00,338.9408569,1.0,0,0.08809098601341248,0,0.7
2013-02-28 01:00:00,399.9470825,1.0,0,0.07576354593038559,0,0.7
2013-02-28 02:00:00,338.5551453,1.0,0,0.07028031349182129,0,0.7
2013-02-28 03:00:00,353.4937134,1.0,0,0.0660628005862236,0,0.7
2013-02-28 04:00:00,349.6265869,1.0,0,0.04271354526281357,0,0.7
2013-02-28 05:00:00,388.149292,1.0,0,0.04114402085542679,0,0.7
2013-02-28 06:00:00,347.2166138,1.0,0,0.04289796203374863,0,0.7
2013-02-28 07:00:00,701.3575439,69.14802,0,0.04301544651389122,0,0.7
2013-02-28 08:00:00,499.4909363,63.35676,0,0.05979890376329422,0,0.7
2013-02-28 09:00:00,341.1630859,1.0,0,0.09371596574783325,0,0.7
2013-02-28 10:00:00,383.500885,1.0,0,0.08019301295280457,0,0.7
2013-02-28 11:00:00,395.5161438,1.0,0,0.08065430074930191,0,0.7
2013-02-28 12:00:00,361.1497192,1.0035971,0,0.07018201798200607,0,0.7
2013-02-28 13:00:00,594.6764526,1.0,0,0.07852225750684738,0,0.7
2013-02-28 14:00:00,581.7490845,86.97653,0,0.05949633568525314,0,0.7
2013-02-28 15:00:00,421.2619019,1.0,0,0.067664735019207,0,0.7
2013-02-28 16:00:00,344.7403259,1.0,0,0.07081018388271332,0,0.7
2013-02-28 17:00:00,593.2559814,152.91531,0,0.11397019773721695,0,0.7
2013-02-28 18:00:00,513.8135986,1.0,0,0.09581555426120758,0,0.7
2013-02-28 19:00:00,467.2087097,1.0,0,0.16554976999759674,0,0.7
2013-02-28 20:00:00,1286.426758,1.0036364,0,0.21289698779582977,0,0.7
2013-02-28 21:00:00,504.2785645,1.0,0,0.23969709873199463,0,0.7
2013-02-28 22:00:00,381.4854126,1.0,0,0.2471049726009369,0,0.7
2013-02-28 23:00:00,204.6125031,1.0,0,0.2082986831665039,0,0.7
2013-03-01 00:00:00,178.6714478,1.0,0,0.21186710894107819,0,0.7
2013-03-01 01:00:00,172.0928497,1.0072072,0,0.24510353803634644,0,0.7
2013-03-01 02:00:00,194.2236176,1.0,0,0.32449185848236084,0,0.7
2013-03-01 03:00:00,160.6470642,1.0071943,0,0.3075767159461975,0,0.7
2013-03-01 04:00:00,154.1513519,1.0071943,0,0.37316522002220154,0,0.7
2013-03-01 05:00:00,199.167572,1.0,0,0.38097453117370605,0,0.7
2013-03-01 06:00:00,173.1459503,1.0,0,0.48836663365364075,0,0.7
2013-03-01 07:00:00,195.9909821,1.0,0,0.48944562673568726,0,0.7
2013-03-01 08:00:00,920.8221436,162.0434,0,0.45086848735809326,0,0.7
2013-03-01 09:00:00,227.0716858,1.0,0,0.847068727016449,1,0.7
2013-03-01 10:00:00,243.2078094,1.0,0,0.9083248376846313,1,0.7
2013-03-01 11:00:00,226.0286713,1.0,0,0.9126018285751343,1,0.7
2013-03-01 12:00:00,479.5883484,123.49009,0,0.9398621320724487,1,0.7
2013-03-01 13:00:00,582.5864258,81.26667,0,0.9409753680229187,1,0.7
2013-03-01 14:00:00,431.0248108,1.0,0,0.9560569524765015,1,0.7
2013-03-01 15:00:00,287.1853943,1.0,0,0.9408078193664551,1,0.7
2013-03-01 16:00:00,215.2696381,1.0,0,0.95831298828125,1,0.7
2013-03-01 17:00:00,713.4078979,189.13693,0,0.9558781981468201,1,0.7
2013-03-01 18:00:00,1014.095764,55.057762,1,0.9650319814682007,1,0.7
2013-03-01 19:00:00,297.8204651,1.0037174,1,0.9698482751846313,1,0.7
2013-03-01 20:00:00,367.3673706,2.202729,1,0.9696462154388428,1,0.7
2013-03-01 21:00:00,369.4883728,1.0,1,0.9538241028785706,1,0.7
2013-03-01 22:00:00,301.6818237,1.0,1,0.9396595358848572,1,0.7
2013-03-01 23:00:00,183.777771,1.0073801,1,0.9317516088485718,1,0.7
2013-03-02 00:00:00,164.9822083,1.0,1,0.9189907312393188,1,0.7
2013-03-02 01:00:00,248.8754425,1.0,1,0.9379686713218689,1,0.7
2013-03-02 02:00:00,199.7087097,1.0,1,0.9296897649765015,1,0.7
2013-03-02 03:00:00,177.5698853,2.117904,1,0.9236632585525513,1,0.7
2013-03-02 04:00:00,155.0626068,1.0,1,0.8933438658714294,1,0.7
2013-03-02 05:00:00,197.1346436,1.0,1,0.8996425867080688,1,0.7
2013-03-02 06:00:00,181.8835144,1.0046189,1,0.8511369228363037,1,0.7
2013-03-02 07:00:00,337.1161499,107.35915,1,0.781167209148407,1,0.7
2013-03-02 08:00:00,467.6569824,1.0,1,0.7142377495765686,1,0.7
2013-03-02 09:00:00,1127.871582,79.759926,1,0.7282111644744873,1,0.7
2013-03-02 10:00:00,635.9729004,1.0,1,0.8215487003326416,1,0.7
2013-03-02 11:00:00,289.5643005,76.936935,1,0.8340570330619812,1,0.7
2013-03-02 12:00:00,440.9003601,70.07027,1,0.8295099139213562,1,0.7
2013-03-02 13:00:00,268.7763977,1.0,1,0.8348833322525024,1,0.7
2013-03-02 14:00:00,462.1335754,93.818344,1,0.8152111768722534,1,0.7
2013-03-02 15:00:00,336.3327332,1.0036036,1,0.7611743211746216,1,0.7
2013-03-02 16:00:00,219.0964355,1.0,1,0.6980851292610168,0,0.7
2013-03-02 17:00:00,396.4946289,117.47112,1,0.6144297122955322,0,0.7
2013-03-02 18:00:00,557.3720703,1.0,0,0.6784409284591675,0,0.7
2013-03-02 19:00:00,347.4046326,1.0,0,0.4467184543609619,0,0.7
2013-03-02 20:00:00,559.5151367,1.0,0,0.5356322526931763,0,0.7
2013-03-02 21:00:00,549.579834,1.0,0,0.5081596374511719,0,0.7
2013-03-02 22:00:00,375.4298706,1.0,0,0.695136308670044,0,0.7
2013-03-02 23:00:00,801.7171021,1.0,0,0.5959469676017761,0,0.7
2013-03-03 00:00:00,828.8309937,1.0,0,0.5889390110969543,0,0.7
2013-03-03 01:00:00,292.719635,1.0,0,0.5330320000648499,0,0.7
2013-03-03 02:00:00,227.2035675,1.0,0,0.6680328249931335,0,0.7
2013-03-03 03:00:00,151.2540283,1.0,0,0.6412586569786072,0,0.7
2013-03-03 04:00:00,185.0802155,1.0,0,0.6157938838005066,0,0.7
2013-03-03 05:00:00,207.2976837,1.0,0,0.5579236745834351,0,0.7
2013-03-03 06:00:00,179.224823,1.0,0,0.6593344211578369,0,0.7
2013-03-03 07:00:00,373.5762939,116.203606,0,0.6175549030303955,0,0.7
2013-03-03 08:00:00,307.6600952,1.0,0,0.6575198173522949,0,0.7
2013-03-03 09:00:00,253.9856567,1.0,0,0.6819043755531311,0,0.7
2013-03-03 10:00:00,323.4937134,80.740074,0,0.7107720971107483,1,0.7
2013-03-03 11:00:00,391.8018494,50.772564,0,0.6669445633888245,0,0.7
2013-03-03 12:00:00,252.8312225,38.640793,0,0.6800273060798645,0,0.7
2013-03-03 13:00:00,204.2803497,1.0,0,0.6777611374855042,0,0.7
2013-03-03 14:00:00,251.5265045,1.0,0,0.6568087935447693,0,0.7
2013-03-03 15:00:00,232.5787659,1.0,0,0.6407280564308167,0,0.7
2013-03-03 16:00:00,204.4589233,1.0,0,0.6033873558044434,0,0.7
2013-03-03 17:00:00,181.2322693,1.0,0,0.5474722981452942,0,0.7
2013-03-03 18:00:00,206.6834564,1.0,0,0.5312405824661255,0,0.7
2013-03-03 19:00:00,941.6549683,1.0,0,0.476595014333725,0,0.7
2013-03-03 20:00:00,1593.353882,78.730354,0,0.7955378293991089,1,0.7
2013-03-03 21:00:00,883.1885986,77.005424,0,0.8580936789512634,1,0.7
2013-03-03 22:00:00,241.0179901,1.0035971,0,0.8253152370452881,1,0.7
2013-03-03 23:00:00,157.1207275,1.0072203,0,0.8678543567657471,1,0.7
2013-03-04 00:00:00,175.8465729,1.0,0,0.8430115580558777,1,0.7
2013-03-04 01:00:00,174.0254059,1.0,0,0.8316985368728638,1,0.7
2013-03-04 02:00:00,153.7613068,1.0,0,0.7977350950241089,1,0.7
2013-03-04 03:00:00,170.4172668,1.0,0,0.7952858209609985,1,0.7
2013-03-04 04:00:00,172.2100525,1.0,0,0.7846143245697021,1,0.7
2013-03-04 05:00:00,153.4400024,1.0,0,0.7961134910583496,1,0.7
2013-03-04 06:00:00,201.7145386,1.0,0,0.7681032419204712,1,0.7
2013-03-04 07:00:00,797.3948364,145.02347,0,0.7881035804748535,1,0.7
2013-03-04 08:00:00,167.2427521,1.0,0,0.9577232599258423,1,0.7
2013-03-04 09:00:00,180.4955292,1.0,0,0.9766902327537537,1,0.7
2013-03-04 10:00:00,218.7567596,1.0,0,0.9770146608352661,1,0.7
2013-03-04 11:00:00,291.7166443,1.0,0,0.9847815632820129,1,0.7
2013-03-04 12:00:00,223.9237823,1.0,0,0.9835058450698853,1,0.7
2013-03-04 13:00:00,199.7495575,1.0,0,0.9848862290382385,1,0.7
2013-03-04 14:00:00,302.5863342,1.0,0,0.9800505638122559,1,0.7
2013-03-04 15:00:00,167.0053711,1.0,0,0.98435378074646,1,0.7
2013-03-04 16:00:00,201.2633514,1.0,0,0.9817697405815125,1,0.7
2013-03-04 17:00:00,655.2307739,1.0072072,0,0.9760311841964722,1,0.7
2013-03-04 18:00:00,522.0072021,65.29009,0,0.9816063642501831,1,0.7
2013-03-04 19:00:00,252.290329,1.0,0,0.9836552739143372,1,0.7
2013-03-04 20:00:00,201.5706635,1.0,0,0.9827589988708496,1,0.7
2013-03-04 21:00:00,359.0284119,83.11712,0,0.9665060639381409,1,0.7
2013-03-04 22:00:00,368.9584961,1.0,0,0.9346570372581482,1,0.7
