index,power_watts,kettle_watts
2013-02-19 19:00:00+00:00,563.7910767,1
2013-02-19 20:00:00+00:00,529.0018311,1
2013-02-19 21:00:00+00:00,653.4156494,1.0034071
2013-02-19 22:00:00+00:00,246.6261139,1
2013-02-19 23:00:00+00:00,252.3410339,1
2013-02-20 00:00:00+00:00,257.2287903,1
2013-02-20 01:00:00+00:00,291.9124146,1.0068611
2013-02-20 02:00:00+00:00,239.9576721,1.0068847
2013-02-20 03:00:00+00:00,276.7977905,1
2013-02-20 04:00:00+00:00,251.5410767,1
2013-02-20 05:00:00+00:00,297.3786316,1
2013-02-20 06:00:00+00:00,279.7337036,1
2013-02-20 07:00:00+00:00,362.1654663,68.506874
2013-02-20 08:00:00+00:00,534.8410645,21.256454
2013-02-20 09:00:00+00:00,420.135498,1.0051546
2013-02-20 10:00:00+00:00,0,1.0051546
2013-02-20 11:00:00+00:00,414.4052429,1
2013-02-20 12:00:00+00:00,875.7789307,1
2013-02-20 13:00:00+00:00,462.9422302,99.595894
2013-02-20 14:00:00+00:00,316.4458618,1
2013-02-20 15:00:00+00:00,210.9643555,1.0034364
2013-02-20 16:00:00+00:00,500.4363708,66.801025
2013-02-20 17:00:00+00:00,553.1790771,77.65577
2013-02-20 18:00:00+00:00,479.4145508,1
2013-02-20 19:00:00+00:00,1152.098633,94.982994
2013-02-20 20:00:00+00:00,918.1634521,1
2013-02-20 21:00:00+00:00,522.614563,1
2013-02-20 22:00:00+00:00,369.7767944,1
2013-02-20 23:00:00+00:00,291.3747864,1
2013-02-21 00:00:00+00:00,270.0251465,1
2013-02-21 01:00:00+00:00,274.4092407,1
2013-02-21 02:00:00+00:00,250.4863892,1
2013-02-21 03:00:00+00:00,241.5895996,1
2013-02-21 04:00:00+00:00,271.7111816,1
2013-02-21 05:00:00+00:00,250.3811188,1
2013-02-21 06:00:00+00:00,275.4504395,1
2013-02-21 07:00:00+00:00,313.0145264,1
2013-02-21 08:00:00+00:00,726.2312012,112.354454
2013-02-21 09:00:00+00:00,445.9435425,1
2013-02-21 10:00:00+00:00,307.0839233,1
2013-02-21 11:00:00+00:00,440.190979,68.50862
2013-02-21 12:00:00+00:00,419.1992798,1
2013-02-21 13:00:00+00:00,379.0018311,1
2013-02-21 14:00:00+00:00,901.6328125,1
2013-02-21 15:00:00+00:00,933.2658691,70.15987
2013-02-21 16:00:00+00:00,535.5276489,5.020513
2013-02-21 17:00:00+00:00,592.1978149,66.16897
2013-02-21 18:00:00+00:00,533.3162842,1
2013-02-21 19:00:00+00:00,707.1984863,197.0457
2013-02-21 20:00:00+00:00,729.2553101,1
2013-02-21 21:00:00+00:00,846.5882568,1.0102739
2013-02-21 22:00:00+00:00,1092.989014,1.0068493
2013-02-21 23:00:00+00:00,234.4154663,1
2013-02-22 00:00:00+00:00,201.2513428,1
2013-02-22 01:00:00+00:00,233.1693726,1
2013-02-22 02:00:00+00:00,193.3399353,1.0068847
2013-02-22 03:00:00+00:00,203.7867432,1
2013-02-22 04:00:00+00:00,200.6595306,1
2013-02-22 05:00:00+00:00,200.5169983,1.0068965
2013-02-22 06:00:00+00:00,194.6726685,1
2013-02-22 07:00:00+00:00,229.4432373,1
2013-02-22 08:00:00+00:00,463.1329651,156.96913
2013-02-22 09:00:00+00:00,516.571167,17.187931
2013-02-22 10:00:00+00:00,253.1341705,1
2013-02-22 11:00:00+00:00,333.6184387,106.73024
2013-02-22 12:00:00+00:00,611.4163818,1
2013-02-22 13:00:00+00:00,992.3905029,98.679726
2013-02-22 14:00:00+00:00,326.2481995,1
2013-02-22 15:00:00+00:00,248.1099091,1.0034364
2013-02-22 16:00:00+00:00,1282.666016,20.562925
2013-02-22 17:00:00+00:00,824.0059204,59.962265
2013-02-22 18:00:00+00:00,488.0145569,1
2013-02-22 19:00:00+00:00,444.0516052,1.0034482
2013-02-22 20:00:00+00:00,512.2692871,1
2013-02-22 21:00:00+00:00,444.4955444,1
2013-02-22 22:00:00+00:00,274.8892822,1
2013-02-22 23:00:00+00:00,233.7486572,1
2013-02-23 00:00:00+00:00,208.4438477,1
2013-02-23 01:00:00+00:00,202.1931458,1.0034482
2013-02-23 02:00:00+00:00,226.804657,1
2013-02-23 03:00:00+00:00,188.3063049,1
2013-02-23 04:00:00+00:00,208.8075562,1
2013-02-23 05:00:00+00:00,209.7257996,1
2013-02-23 06:00:00+00:00,314.8443298,1
2013-02-23 07:00:00+00:00,211.9819794,1
2013-02-23 08:00:00+00:00,343.115448,1
2013-02-23 09:00:00+00:00,618.4399414,88.738304
2013-02-23 10:00:00+00:00,806.8417358,64.72165
2013-02-23 11:00:00+00:00,343.3411255,1
2013-02-23 12:00:00+00:00,370.2332764,101.48714
2013-02-23 13:00:00+00:00,508.3130798,1.0034364
2013-02-23 14:00:00+00:00,403.5798035,81.02178
2013-02-23 15:00:00+00:00,278.8640442,1
2013-02-23 16:00:00+00:00,227.7353516,1.0035907
2013-02-23 17:00:00+00:00,401.5931396,1
2013-02-23 18:00:00+00:00,504.2328491,1
2013-02-23 19:00:00+00:00,723.3723145,1
2013-02-23 20:00:00+00:00,956.0895996,0.99626863
2013-02-23 21:00:00+00:00,487.0404358,1
2013-02-23 22:00:00+00:00,380.0265503,1.0071943
2013-02-23 23:00:00+00:00,247.723526,1
2013-02-24 00:00:00+00:00,242.9229431,1
2013-02-24 01:00:00+00:00,209.3369141,1
2013-02-24 02:00:00+00:00,240.1309662,1.0035843
2013-02-24 03:00:00+00:00,225.4412842,1
2013-02-24 04:00:00+00:00,207.5843658,1.0071684
2013-02-24 05:00:00+00:00,259.0500793,1
2013-02-24 06:00:00+00:00,230.6612854,1
2013-02-24 07:00:00+00:00,243.5989227,1
2013-02-24 08:00:00+00:00,299.0609436,1
2013-02-24 09:00:00+00:00,589.1334839,97.38919
2013-02-24 10:00:00+00:00,1551.663086,1
2013-02-24 11:00:00+00:00,380.7721558,1.0035907
2013-02-24 12:00:00+00:00,537.9324951,130.52972
2013-02-24 13:00:00+00:00,1673.576782,1
2013-02-24 14:00:00+00:00,1200.7948,1
2013-02-24 15:00:00+00:00,221.0747375,1.0035907
2013-02-24 16:00:00+00:00,197.3652496,1
2013-02-24 17:00:00+00:00,564.4907227,72.47207
2013-02-24 18:00:00+00:00,465.2509155,1
2013-02-24 19:00:00+00:00,541.2306519,1
2013-02-24 20:00:00+00:00,611.7758179,1
2013-02-24 21:00:00+00:00,401.571167,1.003643
2013-02-24 22:00:00+00:00,228.7175903,1
2013-02-24 23:00:00+00:00,208.4249573,1
2013-02-25 00:00:00+00:00,242.0448761,1
2013-02-25 01:00:00+00:00,238.7359924,1
2013-02-25 02:00:00+00:00,290.1234436,1
2013-02-25 03:00:00+00:00,246.4365997,1
2013-02-25 04:00:00+00:00,250.1282043,1
2013-02-25 05:00:00+00:00,250.7352448,1.0035907
2013-02-25 06:00:00+00:00,255.6186981,1
2013-02-25 07:00:00+00:00,666.2932739,99.34415
2013-02-25 08:00:00+00:00,527.2345581,69.959076
2013-02-25 09:00:00+00:00,422.0958557,1
2013-02-25 10:00:00+00:00,367.7044678,1.5203252
2013-02-25 11:00:00+00:00,629.7209473,164.07777
2013-02-25 12:00:00+00:00,1125.952515,9.3
2013-02-25 13:00:00+00:00,805.5438232,41.394596
2013-02-25 14:00:00+00:00,290.1842651,1
2013-02-25 15:00:00+00:00,212.7688141,1.0018018
2013-02-25 16:00:00+00:00,245.3063049,1
2013-02-25 17:00:00+00:00,560.8342285,87.60289
2013-02-25 18:00:00+00:00,744.0986938,73.52612
2013-02-25 19:00:00+00:00,394.7894592,1
2013-02-25 20:00:00+00:00,557.258667,1
2013-02-25 21:00:00+00:00,460.0678711,1
2013-02-25 22:00:00+00:00,389.8108215,1
2013-02-25 23:00:00+00:00,415.396759,1
2013-02-26 00:00:00+00:00,242.1528778,1
2013-02-26 01:00:00+00:00,252.0895996,1.0068729
2013-02-26 02:00:00+00:00,193.2706146,1.0086058
2013-02-26 03:00:00+00:00,172.0992584,1
2013-02-26 04:00:00+00:00,188.6530914,1
2013-02-26 05:00:00+00:00,205.107666,1
2013-02-26 06:00:00+00:00,191.5418243,1
2013-02-26 07:00:00+00:00,311.9710693,87.61962
2013-02-26 08:00:00+00:00,608.1795044,88.342804
2013-02-26 09:00:00+00:00,357.1469421,1
2013-02-26 10:00:00+00:00,413.6805115,13.100173
2013-02-26 11:00:00+00:00,332.551178,1
2013-02-26 12:00:00+00:00,365.5949402,1
2013-02-26 13:00:00+00:00,378.0760803,1
2013-02-26 14:00:00+00:00,442.9851074,1
2013-02-26 15:00:00+00:00,458.4096069,1
2013-02-26 16:00:00+00:00,460.2294922,1
2013-02-26 17:00:00+00:00,983.7137451,96.95
2013-02-26 18:00:00+00:00,939.5214844,87.87184
2013-02-26 19:00:00+00:00,683.8228149,1
2013-02-26 20:00:00+00:00,553.7576904,1.0036036
2013-02-26 21:00:00+00:00,498.368988,1.0036101
2013-02-26 22:00:00+00:00,441.7713318,1.003937
2013-02-26 23:00:00+00:00,343.2987366,1.016129
2013-02-27 00:00:00+00:00,312.7388306,1.3516483
2013-02-27 01:00:00+00:00,357.1791992,1
2013-02-27 02:00:00+00:00,310.7793579,1.512
2013-02-27 03:00:00+00:00,315.0107117,1
2013-02-27 04:00:00+00:00,309.9227905,1.0077821
2013-02-27 05:00:00+00:00,313.1705933,1.0059172
2013-02-27 06:00:00+00:00,329.555542,1
2013-02-27 07:00:00+00:00,574.5127563,71.58998
2013-02-27 08:00:00+00:00,686.2160645,95.00725
2013-02-27 09:00:00+00:00,413.1418152,1
2013-02-27 10:00:00+00:00,403.1532898,1.0036036
2013-02-27 11:00:00+00:00,485.2926941,1
2013-02-27 12:00:00+00:00,518.1561279,1
2013-02-27 13:00:00+00:00,1456.085815,138.00362
2013-02-27 14:00:00+00:00,814.1538696,1
2013-02-27 15:00:00+00:00,501.3902588,1.0036101
2013-02-27 16:00:00+00:00,421.8439941,1
2013-02-27 17:00:00+00:00,848.9611206,182.1874
2013-02-27 18:00:00+00:00,1464.453735,1
2013-02-27 19:00:00+00:00,1001.816406,1.0072203
2013-02-27 20:00:00+00:00,633.3321533,1
2013-02-27 21:00:00+00:00,512.9408569,1.0108109
2013-02-27 22:00:00+00:00,538.7189331,1
2013-02-27 23:00:00+00:00,363.8669128,1
2013-02-28 00:00:00+00:00,338.9408569,1
2013-02-28 01:00:00+00:00,399.9470825,1
2013-02-28 02:00:00+00:00,338.5551453,1
2013-02-28 03:00:00+00:00,353.4937134,1
2013-02-28 04:00:00+00:00,349.6265869,1
2013-02-28 05:00:00+00:00,388.149292,1
2013-02-28 06:00:00+00:00,347.2166138,1
2013-02-28 07:00:00+00:00,701.3575439,69.14802
2013-02-28 08:00:00+00:00,499.4909363,63.35676
2013-02-28 09:00:00+00:00,341.1630859,1
2013-02-28 10:00:00+00:00,383.500885,1
2013-02-28 11:00:00+00:00,395.5161438,1
2013-02-28 12:00:00+00:00,361.1497192,1.0035971
2013-02-28 13:00:00+00:00,594.6764526,1
2013-02-28 14:00:00+00:00,581.7490845,86.97653
2013-02-28 15:00:00+00:00,421.2619019,1
2013-02-28 16:00:00+00:00,344.7403259,1
2013-02-28 17:00:00+00:00,593.2559814,152.91531
2013-02-28 18:00:00+00:00,513.8135986,1
2013-02-28 19:00:00+00:00,467.2087097,1
2013-02-28 20:00:00+00:00,1286.426758,1.0036364
2013-02-28 21:00:00+00:00,504.2785645,1
2013-02-28 22:00:00+00:00,381.4854126,1
2013-02-28 23:00:00+00:00,204.6125031,1
2013-03-01 00:00:00+00:00,178.6714478,1
2013-03-01 01:00:00+00:00,172.0928497,1.0072072
2013-03-01 02:00:00+00:00,194.2236176,1
2013-03-01 03:00:00+00:00,160.6470642,1.0071943
2013-03-01 04:00:00+00:00,154.1513519,1.0071943
2013-03-01 05:00:00+00:00,199.167572,1
2013-03-01 06:00:00+00:00,173.1459503,1
2013-03-01 07:00:00+00:00,195.9909821,1
2013-03-01 08:00:00+00:00,920.8221436,162.0434
2013-03-01 09:00:00+00:00,227.0716858,1
2013-03-01 10:00:00+00:00,243.2078094,1
2013-03-01 11:00:00+00:00,226.0286713,1
2013-03-01 12:00:00+00:00,479.5883484,123.49009
2013-03-01 13:00:00+00:00,582.5864258,81.26667
2013-03-01 14:00:00+00:00,431.0248108,1
2013-03-01 15:00:00+00:00,287.1853943,1
2013-03-01 16:00:00+00:00,215.2696381,1
2013-03-01 17:00:00+00:00,713.4078979,189.13693
2013-03-01 18:00:00+00:00,1014.095764,55.057762
2013-03-01 19:00:00+00:00,297.8204651,1.0037174
2013-03-01 20:00:00+00:00,367.3673706,2.202729
2013-03-01 21:00:00+00:00,369.4883728,1
2013-03-01 22:00:00+00:00,301.6818237,1
2013-03-01 23:00:00+00:00,183.777771,1.0073801
2013-03-02 00:00:00+00:00,164.9822083,1
2013-03-02 01:00:00+00:00,248.8754425,1
2013-03-02 02:00:00+00:00,199.7087097,1
2013-03-02 03:00:00+00:00,177.5698853,2.117904
2013-03-02 04:00:00+00:00,155.0626068,1
2013-03-02 05:00:00+00:00,197.1346436,1
2013-03-02 06:00:00+00:00,181.8835144,1.0046189
2013-03-02 07:00:00+00:00,337.1161499,107.35915
2013-03-02 08:00:00+00:00,467.6569824,1
2013-03-02 09:00:00+00:00,1127.871582,79.759926
2013-03-02 10:00:00+00:00,635.9729004,1
2013-03-02 11:00:00+00:00,289.5643005,76.936935
2013-03-02 12:00:00+00:00,440.9003601,70.07027
2013-03-02 13:00:00+00:00,268.7763977,1
2013-03-02 14:00:00+00:00,462.1335754,93.818344
2013-03-02 15:00:00+00:00,336.3327332,1.0036036
2013-03-02 16:00:00+00:00,219.0964355,1
2013-03-02 17:00:00+00:00,396.4946289,117.47112
2013-03-02 18:00:00+00:00,557.3720703,1
2013-03-02 19:00:00+00:00,347.4046326,1
2013-03-02 20:00:00+00:00,559.5151367,1
2013-03-02 21:00:00+00:00,549.579834,1
2013-03-02 22:00:00+00:00,375.4298706,1
2013-03-02 23:00:00+00:00,801.7171021,1
2013-03-03 00:00:00+00:00,828.8309937,1
2013-03-03 01:00:00+00:00,292.719635,1
2013-03-03 02:00:00+00:00,227.2035675,1
2013-03-03 03:00:00+00:00,151.2540283,1
2013-03-03 04:00:00+00:00,185.0802155,1
2013-03-03 05:00:00+00:00,207.2976837,1
2013-03-03 06:00:00+00:00,179.224823,1
2013-03-03 07:00:00+00:00,373.5762939,116.203606
2013-03-03 08:00:00+00:00,307.6600952,1
2013-03-03 09:00:00+00:00,253.9856567,1
2013-03-03 10:00:00+00:00,323.4937134,80.740074
2013-03-03 11:00:00+00:00,391.8018494,50.772564
2013-03-03 12:00:00+00:00,252.8312225,38.640793
2013-03-03 13:00:00+00:00,204.2803497,1
2013-03-03 14:00:00+00:00,251.5265045,1
2013-03-03 15:00:00+00:00,232.5787659,1
2013-03-03 16:00:00+00:00,204.4589233,1
2013-03-03 17:00:00+00:00,181.2322693,1
2013-03-03 18:00:00+00:00,206.6834564,1
2013-03-03 19:00:00+00:00,941.6549683,1
2013-03-03 20:00:00+00:00,1593.353882,78.730354
2013-03-03 21:00:00+00:00,883.1885986,77.005424
2013-03-03 22:00:00+00:00,241.0179901,1.0035971
2013-03-03 23:00:00+00:00,157.1207275,1.0072203
2013-03-04 00:00:00+00:00,175.8465729,1
2013-03-04 01:00:00+00:00,174.0254059,1
2013-03-04 02:00:00+00:00,153.7613068,1
2013-03-04 03:00:00+00:00,170.4172668,1
2013-03-04 04:00:00+00:00,172.2100525,1
2013-03-04 05:00:00+00:00,153.4400024,1
2013-03-04 06:00:00+00:00,201.7145386,1
2013-03-04 07:00:00+00:00,797.3948364,145.02347
2013-03-04 08:00:00+00:00,167.2427521,1
2013-03-04 09:00:00+00:00,180.4955292,1
2013-03-04 10:00:00+00:00,218.7567596,1
2013-03-04 11:00:00+00:00,291.7166443,1
2013-03-04 12:00:00+00:00,223.9237823,1
2013-03-04 13:00:00+00:00,199.7495575,1
2013-03-04 14:00:00+00:00,302.5863342,1
2013-03-04 15:00:00+00:00,167.0053711,1
2013-03-04 16:00:00+00:00,201.2633514,1
2013-03-04 17:00:00+00:00,655.2307739,1.0072072
2013-03-04 18:00:00+00:00,522.0072021,65.29009
2013-03-04 19:00:00+00:00,252.290329,1
2013-03-04 20:00:00+00:00,201.5706635,1
2013-03-04 21:00:00+00:00,359.0284119,83.11712
2013-03-04 22:00:00+00:00,368.9584961,1
2013-03-04 23:00:00+00:00,201.0397797,1
2013-03-05 00:00:00+00:00,186.9459534,1.0072203
2013-03-05 01:00:00+00:00,202.9388428,1
2013-03-05 02:00:00+00:00,162.069397,1
2013-03-05 03:00:00+00:00,137.4547119,1
2013-03-05 04:00:00+00:00,168.2991028,1.0071943
2013-03-05 05:00:00+00:00,136.9456482,1
2013-03-05 06:00:00+00:00,177.472168,1.0035971
2013-03-05 07:00:00+00:00,746.2431641,107.2509
2013-03-05 08:00:00+00:00,194.8759003,1.0072072
2013-03-05 09:00:00+00:00,174.4295959,1
2013-03-05 10:00:00+00:00,210.359848,1
2013-03-05 11:00:00+00:00,213.3232727,1.0108109
2013-03-05 12:00:00+00:00,208.6167603,1
2013-03-05 13:00:00+00:00,168.8499146,1
2013-03-05 14:00:00+00:00,175.7928619,1.0071943
2013-03-05 15:00:00+00:00,208.6816559,1
2013-03-05 16:00:00+00:00,241.1053619,1.0072203
2013-03-05 17:00:00+00:00,623.0089111,1.0018018
2013-03-05 18:00:00+00:00,672.1557617,84.1787
2013-03-05 19:00:00+00:00,211.6958008,1
2013-03-05 20:00:00+00:00,445.9628296,1
2013-03-05 21:00:00+00:00,673.2455444,73.95629
2013-03-05 22:00:00+00:00,497.5688782,1
2013-03-05 23:00:00+00:00,172.9483948,1
2013-03-06 00:00:00+00:00,212.6605835,1
2013-03-06 01:00:00+00:00,156.0978241,1
2013-03-06 02:00:00+00:00,150.4517822,1.0068493
2013-03-06 03:00:00+00:00,186.5967712,1
2013-03-06 04:00:00+00:00,168.5152588,1
2013-03-06 05:00:00+00:00,156.9331055,1
2013-03-06 06:00:00+00:00,186.7838898,1
2013-03-06 07:00:00+00:00,192.4321442,1
2013-03-06 08:00:00+00:00,782.5407104,140.0256
2013-03-06 09:00:00+00:00,1515.526978,1
2013-03-06 10:00:00+00:00,999.5116577,1
2013-03-06 11:00:00+00:00,378.8339233,1
2013-03-06 12:00:00+00:00,573.8818359,1
2013-03-06 13:00:00+00:00,228.4793549,1
2013-03-06 14:00:00+00:00,163.9058685,1
2013-03-06 15:00:00+00:00,166.9625702,1
2013-03-06 16:00:00+00:00,166.3397827,1
2013-03-06 17:00:00+00:00,548.5133667,1.0068493
2013-03-06 18:00:00+00:00,563.6569214,77.06035
2013-03-06 19:00:00+00:00,235.7626495,1
2013-03-06 20:00:00+00:00,382.5381775,99.16354
2013-03-06 21:00:00+00:00,316.6138916,1
2013-03-06 22:00:00+00:00,451.6876221,77.19795
2013-03-06 23:00:00+00:00,144.6921692,1.003413
2013-03-07 00:00:00+00:00,164.8922272,1
2013-03-07 01:00:00+00:00,152.5670319,1
2013-03-07 02:00:00+00:00,142.1022949,1
2013-03-07 03:00:00+00:00,163.9593658,1
2013-03-07 04:00:00+00:00,152.5925903,1
2013-03-07 05:00:00+00:00,141.1023712,1
2013-03-07 06:00:00+00:00,323.5114746,85.13528
2013-03-07 07:00:00+00:00,588.6030273,88.04754
2013-03-07 08:00:00+00:00,258.4460144,1
2013-03-07 09:00:00+00:00,193.9699707,1
2013-03-07 10:00:00+00:00,193.7259979,1.0035971
2013-03-07 11:00:00+00:00,350.6594543,107.059456
2013-03-07 12:00:00+00:00,332.3238831,17.947842
2013-03-07 13:00:00+00:00,1482.574829,0.99497485
2013-03-07 14:00:00+00:00,359.4704895,1
2013-03-07 15:00:00+00:00,226.6077728,1
2013-03-07 16:00:00+00:00,228.9714355,1.0036036
2013-03-07 17:00:00+00:00,386.0773315,103.60289
2013-03-07 18:00:00+00:00,573.375,1
2013-03-07 19:00:00+00:00,729.4490967,1.0072072
2013-03-07 20:00:00+00:00,798.4120483,77.86
2013-03-07 21:00:00+00:00,431.299469,1
2013-03-07 22:00:00+00:00,296.5344238,1.5231389
2013-03-07 23:00:00+00:00,206.1005249,1
2013-03-08 00:00:00+00:00,154.9619446,1
2013-03-08 01:00:00+00:00,169.8631592,1
2013-03-08 02:00:00+00:00,182.7228241,1
2013-03-08 03:00:00+00:00,189.5216675,1
2013-03-08 04:00:00+00:00,169.2064056,1
2013-03-08 05:00:00+00:00,165.9575958,1
2013-03-08 06:00:00+00:00,292.6967468,61.323742
2013-03-08 07:00:00+00:00,918.4564209,105.466545
2013-03-08 08:00:00+00:00,267.730011,1
2013-03-08 09:00:00+00:00,398.8894653,65.33635
2013-03-08 10:00:00+00:00,186.3726196,1
2013-03-08 11:00:00+00:00,193.7170105,1
2013-03-08 12:00:00+00:00,441.8521729,1.007286
2013-03-08 13:00:00+00:00,437.6863098,1.0036036
2013-03-08 14:00:00+00:00,190.1085815,1
2013-03-08 15:00:00+00:00,162.2384186,1.0036101
2013-03-08 16:00:00+00:00,338.6643677,56.807972
2013-03-08 17:00:00+00:00,746.8807983,115.899635
2013-03-08 18:00:00+00:00,740.4821167,122.84837
2013-03-08 19:00:00+00:00,218.7362061,1
2013-03-08 20:00:00+00:00,266.2829895,1.0071943
2013-03-08 21:00:00+00:00,1215.054688,1.0035524
2013-03-08 22:00:00+00:00,445.5073853,1
2013-03-08 23:00:00+00:00,160.1465912,1
2013-03-09 00:00:00+00:00,156.8847504,1
2013-03-09 01:00:00+00:00,158.7001801,1
2013-03-09 02:00:00+00:00,155.5671387,1.0034423
2013-03-09 03:00:00+00:00,155.5807037,1.0068847
2013-03-09 04:00:00+00:00,174.7832184,1
2013-03-09 05:00:00+00:00,148.7095032,1.0068376
2013-03-09 06:00:00+00:00,178.2536469,1
2013-03-09 07:00:00+00:00,629.3562622,125.55631
2013-03-09 08:00:00+00:00,285.952301,1
2013-03-09 09:00:00+00:00,221.1335602,1
2013-03-09 10:00:00+00:00,204.526413,1
2013-03-09 11:00:00+00:00,210.5026245,1
2013-03-09 12:00:00+00:00,198.8951111,1
2013-03-09 13:00:00+00:00,200.3409424,1
2013-03-09 14:00:00+00:00,209.8269196,1.0068847
2013-03-09 15:00:00+00:00,197.435318,1
2013-03-09 16:00:00+00:00,236.5526276,1
2013-03-09 17:00:00+00:00,208.3397522,1
2013-03-09 18:00:00+00:00,209.6017609,1
2013-03-09 19:00:00+00:00,297.090271,1
2013-03-09 20:00:00+00:00,567.5856934,1
2013-03-09 21:00:00+00:00,531.3609009,1.0017182
2013-03-09 22:00:00+00:00,901.4100952,1
2013-03-09 23:00:00+00:00,908.7183228,1.0068144
2013-03-10 00:00:00+00:00,194.5142365,1
2013-03-10 01:00:00+00:00,181.1482086,1
2013-03-10 02:00:00+00:00,226.6429901,1
2013-03-10 03:00:00+00:00,198.8894806,1
2013-03-10 04:00:00+00:00,204.213028,1
2013-03-10 05:00:00+00:00,425.0566406,1
2013-03-10 06:00:00+00:00,372.3462219,1
2013-03-10 07:00:00+00:00,238.4971924,1
2013-03-10 08:00:00+00:00,0,1
2013-03-10 09:00:00+00:00,0,1
2013-03-10 10:00:00+00:00,0,1
2013-03-10 11:00:00+00:00,0,1
2013-03-10 12:00:00+00:00,0,1
2013-03-10 13:00:00+00:00,0,1
2013-03-10 14:00:00+00:00,0,1
2013-03-10 15:00:00+00:00,0,1
2013-03-10 16:00:00+00:00,0,1
2013-03-10 17:00:00+00:00,0,1
2013-03-10 18:00:00+00:00,0,0
2013-03-10 19:00:00+00:00,0,0
2013-03-10 20:00:00+00:00,0,0
2013-03-10 21:00:00+00:00,0,0
2013-03-10 22:00:00+00:00,0,0
2013-03-10 23:00:00+00:00,0,0
2013-03-11 00:00:00+00:00,0,0
2013-03-11 01:00:00+00:00,0,0
2013-03-11 02:00:00+00:00,0,0
2013-03-11 03:00:00+00:00,0,0
2013-03-11 04:00:00+00:00,0,0
2013-03-11 05:00:00+00:00,0,0
2013-03-11 06:00:00+00:00,0,0
2013-03-11 07:00:00+00:00,0,0
2013-03-11 08:00:00+00:00,0,0
2013-03-11 09:00:00+00:00,0,0
2013-03-11 10:00:00+00:00,572.06427,256.19952
2013-03-11 11:00:00+00:00,352.7352295,1
2013-03-11 12:00:00+00:00,301.3399353,1
2013-03-11 13:00:00+00:00,462.2028809,311.5633
2013-03-11 14:00:00+00:00,364.6678772,1
2013-03-11 15:00:00+00:00,225.9787292,2.1752577
2013-03-11 16:00:00+00:00,322.749115,1
2013-03-11 17:00:00+00:00,543.6785889,1.0068729
2013-03-11 18:00:00+00:00,460.5691223,1
2013-03-11 19:00:00+00:00,311.5044861,1
2013-03-11 20:00:00+00:00,279.2007141,1
2013-03-11 21:00:00+00:00,763.2567139,144.05489
2013-03-11 22:00:00+00:00,327.8815002,1
2013-03-11 23:00:00+00:00,184.5509796,1
2013-03-12 00:00:00+00:00,144.4722748,1
2013-03-12 01:00:00+00:00,170.0806427,1
